Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
bano-relax-cepillo-seco-botanico-12,Cepillo Seco Botanico Atelier N12,<p>Exquisito cepillo seco elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-BAN-312,450,shopify,50,deny,manual,72.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Cepillo Seco Botanico Atelier N12,FALSE,Cepillo Seco Botanico Atelier N12,Comprar Cepillo Seco Botanico Atelier N12 en Atelier Minimal Store.,active
bano-relax-jabon-de-arcilla-atelier-13,Jabon de Arcilla Atelier Atelier N13,<p>Exquisito jabon de arcilla elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-BAN-313,450,shopify,50,deny,manual,76.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Jabon de Arcilla Atelier Atelier N13,FALSE,Jabon de Arcilla Atelier Atelier N13,Comprar Jabon de Arcilla Atelier Atelier N13 en Atelier Minimal Store.,active
bano-relax-alfombra-de-algodon-pastel-14,Alfombra de Algodon Pastel Atelier N14,<p>Exquisito alfombra de algodon elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-BAN-314,450,shopify,50,deny,manual,81.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Alfombra de Algodon Pastel Atelier N14,FALSE,Alfombra de Algodon Pastel Atelier N14,Comprar Alfombra de Algodon Pastel Atelier N14 en Atelier Minimal Store.,active
bano-relax-toalla-de-bambu-puro-15,Toalla de Bambu Puro Atelier N15,<p>Exquisito toalla de bambu elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-BAN-315,450,shopify,50,deny,manual,85.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Toalla de Bambu Puro Atelier N15,FALSE,Toalla de Bambu Puro Atelier N15,Comprar Toalla de Bambu Puro Atelier N15 en Atelier Minimal Store.,active
bano-relax-sales-de-epsom-eco-16,Sales de Epsom Eco Atelier N16,<p>Exquisito sales de epsom elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-BAN-316,450,shopify,50,deny,manual,90.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Sales de Epsom Eco Atelier N16,FALSE,Sales de Epsom Eco Atelier N16,Comprar Sales de Epsom Eco Atelier N16 en Atelier Minimal Store.,active
bano-relax-cepillo-seco-mate-17,Cepillo Seco Mate Atelier N17,<p>Exquisito cepillo seco elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-BAN-317,450,shopify,50,deny,manual,94.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Cepillo Seco Mate Atelier N17,FALSE,Cepillo Seco Mate Atelier N17,Comprar Cepillo Seco Mate Atelier N17 en Atelier Minimal Store.,active
bano-relax-jabon-de-arcilla-artesanal-18,Jabon de Arcilla Artesanal Atelier N18,<p>Exquisito jabon de arcilla elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-BAN-318,450,shopify,50,deny,manual,99.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Jabon de Arcilla Artesanal Atelier N18,FALSE,Jabon de Arcilla Artesanal Atelier N18,Comprar Jabon de Arcilla Artesanal Atelier N18 en Atelier Minimal Store.,active
bano-relax-alfombra-de-algodon-organico-19,Alfombra de Algodon Organico Atelier N19,<p>Exquisito alfombra de algodon elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-BAN-319,450,shopify,50,deny,manual,103.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Alfombra de Algodon Organico Atelier N19,FALSE,Alfombra de Algodon Organico Atelier N19,Comprar Alfombra de Algodon Organico Atelier N19 en Atelier Minimal Store.,active
bano-relax-toalla-de-bambu-botanico-20,Toalla de Bambu Botanico Atelier N20,<p>Exquisito toalla de bambu elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-BAN-320,450,shopify,50,deny,manual,108.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Toalla de Bambu Botanico Atelier N20,FALSE,Toalla de Bambu Botanico Atelier N20,Comprar Toalla de Bambu Botanico Atelier N20 en Atelier Minimal Store.,active
cocina-sustentable-envoltorio-de-cera-organico-1,Envoltorio de Cera Organico Atelier N1,<p>Exquisito envoltorio de cera elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-321,450,shopify,50,deny,manual,42.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Envoltorio de Cera Organico Atelier N1,FALSE,Envoltorio de Cera Organico Atelier N1,Comprar Envoltorio de Cera Organico Atelier N1 en Atelier Minimal Store.,active
cocina-sustentable-sorbetes-de-acero-botanico-2,Sorbetes de Acero Botanico Atelier N2,<p>Exquisito sorbetes de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-322,450,shopify,50,deny,manual,47.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Sorbetes de Acero Botanico Atelier N2,FALSE,Sorbetes de Acero Botanico Atelier N2,Comprar Sorbetes de Acero Botanico Atelier N2 en Atelier Minimal Store.,active
cocina-sustentable-bolsa-leche-vegetal-atelier-3,Bolsa Leche Vegetal Atelier Atelier N3,<p>Exquisito bolsa leche vegetal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-323,450,shopify,50,deny,manual,51.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Bolsa Leche Vegetal Atelier Atelier N3,FALSE,Bolsa Leche Vegetal Atelier Atelier N3,Comprar Bolsa Leche Vegetal Atelier Atelier N3 en Atelier Minimal Store.,active
cocina-sustentable-filtro-de-cafe-pastel-4,Filtro de Cafe Pastel Atelier N4,<p>Exquisito filtro de cafe elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-324,450,shopify,50,deny,manual,56.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Filtro de Cafe Pastel Atelier N4,FALSE,Filtro de Cafe Pastel Atelier N4,Comprar Filtro de Cafe Pastel Atelier N4 en Atelier Minimal Store.,active
cocina-sustentable-frasco-de-vidrio-puro-5,Frasco de Vidrio Puro Atelier N5,<p>Exquisito frasco de vidrio elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-325,450,shopify,50,deny,manual,35.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Frasco de Vidrio Puro Atelier N5,FALSE,Frasco de Vidrio Puro Atelier N5,Comprar Frasco de Vidrio Puro Atelier N5 en Atelier Minimal Store.,active
cocina-sustentable-envoltorio-de-cera-eco-6,Envoltorio de Cera Eco Atelier N6,<p>Exquisito envoltorio de cera elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-326,450,shopify,50,deny,manual,40.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Envoltorio de Cera Eco Atelier N6,FALSE,Envoltorio de Cera Eco Atelier N6,Comprar Envoltorio de Cera Eco Atelier N6 en Atelier Minimal Store.,active
cocina-sustentable-sorbetes-de-acero-mate-7,Sorbetes de Acero Mate Atelier N7,<p>Exquisito sorbetes de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-327,450,shopify,50,deny,manual,44.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Sorbetes de Acero Mate Atelier N7,FALSE,Sorbetes de Acero Mate Atelier N7,Comprar Sorbetes de Acero Mate Atelier N7 en Atelier Minimal Store.,active
cocina-sustentable-bolsa-leche-vegetal-artesanal-8,Bolsa Leche Vegetal Artesanal Atelier N8,<p>Exquisito bolsa leche vegetal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-328,450,shopify,50,deny,manual,49.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Bolsa Leche Vegetal Artesanal Atelier N8,FALSE,Bolsa Leche Vegetal Artesanal Atelier N8,Comprar Bolsa Leche Vegetal Artesanal Atelier N8 en Atelier Minimal Store.,active
cocina-sustentable-filtro-de-cafe-organico-9,Filtro de Cafe Organico Atelier N9,<p>Exquisito filtro de cafe elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-329,450,shopify,50,deny,manual,53.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Filtro de Cafe Organico Atelier N9,FALSE,Filtro de Cafe Organico Atelier N9,Comprar Filtro de Cafe Organico Atelier N9 en Atelier Minimal Store.,active
cocina-sustentable-frasco-de-vidrio-botanico-10,Frasco de Vidrio Botanico Atelier N10,<p>Exquisito frasco de vidrio elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-330,450,shopify,50,deny,manual,58.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Frasco de Vidrio Botanico Atelier N10,FALSE,Frasco de Vidrio Botanico Atelier N10,Comprar Frasco de Vidrio Botanico Atelier N10 en Atelier Minimal Store.,active
cocina-sustentable-envoltorio-de-cera-atelier-11,Envoltorio de Cera Atelier Atelier N11,<p>Exquisito envoltorio de cera elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-331,450,shopify,50,deny,manual,62.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Envoltorio de Cera Atelier Atelier N11,FALSE,Envoltorio de Cera Atelier Atelier N11,Comprar Envoltorio de Cera Atelier Atelier N11 en Atelier Minimal Store.,active
cocina-sustentable-sorbetes-de-acero-pastel-12,Sorbetes de Acero Pastel Atelier N12,<p>Exquisito sorbetes de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-332,450,shopify,50,deny,manual,67.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Sorbetes de Acero Pastel Atelier N12,FALSE,Sorbetes de Acero Pastel Atelier N12,Comprar Sorbetes de Acero Pastel Atelier N12 en Atelier Minimal Store.,active
cocina-sustentable-bolsa-leche-vegetal-puro-13,Bolsa Leche Vegetal Puro Atelier N13,<p>Exquisito bolsa leche vegetal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-333,450,shopify,50,deny,manual,71.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Bolsa Leche Vegetal Puro Atelier N13,FALSE,Bolsa Leche Vegetal Puro Atelier N13,Comprar Bolsa Leche Vegetal Puro Atelier N13 en Atelier Minimal Store.,active
cocina-sustentable-filtro-de-cafe-eco-14,Filtro de Cafe Eco Atelier N14,<p>Exquisito filtro de cafe elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-334,450,shopify,50,deny,manual,76.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Filtro de Cafe Eco Atelier N14,FALSE,Filtro de Cafe Eco Atelier N14,Comprar Filtro de Cafe Eco Atelier N14 en Atelier Minimal Store.,active
cocina-sustentable-frasco-de-vidrio-mate-15,Frasco de Vidrio Mate Atelier N15,<p>Exquisito frasco de vidrio elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-335,450,shopify,50,deny,manual,80.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Frasco de Vidrio Mate Atelier N15,FALSE,Frasco de Vidrio Mate Atelier N15,Comprar Frasco de Vidrio Mate Atelier N15 en Atelier Minimal Store.,active
cocina-sustentable-envoltorio-de-cera-artesanal-16,Envoltorio de Cera Artesanal Atelier N16,<p>Exquisito envoltorio de cera elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-336,450,shopify,50,deny,manual,85.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Envoltorio de Cera Artesanal Atelier N16,FALSE,Envoltorio de Cera Artesanal Atelier N16,Comprar Envoltorio de Cera Artesanal Atelier N16 en Atelier Minimal Store.,active
cocina-sustentable-sorbetes-de-acero-organico-17,Sorbetes de Acero Organico Atelier N17,<p>Exquisito sorbetes de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-337,450,shopify,50,deny,manual,89.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Sorbetes de Acero Organico Atelier N17,FALSE,Sorbetes de Acero Organico Atelier N17,Comprar Sorbetes de Acero Organico Atelier N17 en Atelier Minimal Store.,active
cocina-sustentable-bolsa-leche-vegetal-botanico-18,Bolsa Leche Vegetal Botanico Atelier N18,<p>Exquisito bolsa leche vegetal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-338,450,shopify,50,deny,manual,94.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Bolsa Leche Vegetal Botanico Atelier N18,FALSE,Bolsa Leche Vegetal Botanico Atelier N18,Comprar Bolsa Leche Vegetal Botanico Atelier N18 en Atelier Minimal Store.,active
cocina-sustentable-filtro-de-cafe-atelier-19,Filtro de Cafe Atelier Atelier N19,<p>Exquisito filtro de cafe elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-339,450,shopify,50,deny,manual,98.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Filtro de Cafe Atelier Atelier N19,FALSE,Filtro de Cafe Atelier Atelier N19,Comprar Filtro de Cafe Atelier Atelier N19 en Atelier Minimal Store.,active
cocina-sustentable-frasco-de-vidrio-pastel-20,Frasco de Vidrio Pastel Atelier N20,<p>Exquisito frasco de vidrio elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-COC-340,450,shopify,50,deny,manual,103.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Frasco de Vidrio Pastel Atelier N20,FALSE,Frasco de Vidrio Pastel Atelier N20,Comprar Frasco de Vidrio Pastel Atelier N20 en Atelier Minimal Store.,active
movilidad-eco-bolsa-tote-atelier-1,Bolsa Tote Atelier Atelier N1,<p>Exquisito bolsa tote elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-341,450,shopify,50,deny,manual,37.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Bolsa Tote Atelier Atelier N1,FALSE,Bolsa Tote Atelier Atelier N1,Comprar Bolsa Tote Atelier Atelier N1 en Atelier Minimal Store.,active
movilidad-eco-mochila-de-lona-pastel-2,Mochila de Lona Pastel Atelier N2,<p>Exquisito mochila de lona elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-342,450,shopify,50,deny,manual,42.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Mochila de Lona Pastel Atelier N2,FALSE,Mochila de Lona Pastel Atelier N2,Comprar Mochila de Lona Pastel Atelier N2 en Atelier Minimal Store.,active
movilidad-eco-vasito-plegable-puro-3,Vasito Plegable Puro Atelier N3,<p>Exquisito vasito plegable elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-343,450,shopify,50,deny,manual,46.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Vasito Plegable Puro Atelier N3,FALSE,Vasito Plegable Puro Atelier N3,Comprar Vasito Plegable Puro Atelier N3 en Atelier Minimal Store.,active
movilidad-eco-funda-de-laptop-eco-4,Funda de Laptop Eco Atelier N4,<p>Exquisito funda de laptop elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-344,450,shopify,50,deny,manual,51.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Funda de Laptop Eco Atelier N4,FALSE,Funda de Laptop Eco Atelier N4,Comprar Funda de Laptop Eco Atelier N4 en Atelier Minimal Store.,active
movilidad-eco-botella-termica-mate-5,Botella Termica Mate Atelier N5,<p>Exquisito botella termica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-345,450,shopify,50,deny,manual,55.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Botella Termica Mate Atelier N5,FALSE,Botella Termica Mate Atelier N5,Comprar Botella Termica Mate Atelier N5 en Atelier Minimal Store.,active
movilidad-eco-bolsa-tote-artesanal-6,Bolsa Tote Artesanal Atelier N6,<p>Exquisito bolsa tote elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-346,450,shopify,50,deny,manual,60.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Bolsa Tote Artesanal Atelier N6,FALSE,Bolsa Tote Artesanal Atelier N6,Comprar Bolsa Tote Artesanal Atelier N6 en Atelier Minimal Store.,active
movilidad-eco-mochila-de-lona-organico-7,Mochila de Lona Organico Atelier N7,<p>Exquisito mochila de lona elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-347,450,shopify,50,deny,manual,64.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Mochila de Lona Organico Atelier N7,FALSE,Mochila de Lona Organico Atelier N7,Comprar Mochila de Lona Organico Atelier N7 en Atelier Minimal Store.,active
movilidad-eco-vasito-plegable-botanico-8,Vasito Plegable Botanico Atelier N8,<p>Exquisito vasito plegable elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-348,450,shopify,50,deny,manual,69.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Vasito Plegable Botanico Atelier N8,FALSE,Vasito Plegable Botanico Atelier N8,Comprar Vasito Plegable Botanico Atelier N8 en Atelier Minimal Store.,active
movilidad-eco-funda-de-laptop-atelier-9,Funda de Laptop Atelier Atelier N9,<p>Exquisito funda de laptop elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-349,450,shopify,50,deny,manual,73.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Funda de Laptop Atelier Atelier N9,FALSE,Funda de Laptop Atelier Atelier N9,Comprar Funda de Laptop Atelier Atelier N9 en Atelier Minimal Store.,active
movilidad-eco-botella-termica-pastel-10,Botella Termica Pastel Atelier N10,<p>Exquisito botella termica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-350,450,shopify,50,deny,manual,53.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Botella Termica Pastel Atelier N10,FALSE,Botella Termica Pastel Atelier N10,Comprar Botella Termica Pastel Atelier N10 en Atelier Minimal Store.,active
movilidad-eco-bolsa-tote-puro-11,Bolsa Tote Puro Atelier N11,<p>Exquisito bolsa tote elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-351,450,shopify,50,deny,manual,57.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Bolsa Tote Puro Atelier N11,FALSE,Bolsa Tote Puro Atelier N11,Comprar Bolsa Tote Puro Atelier N11 en Atelier Minimal Store.,active
movilidad-eco-mochila-de-lona-eco-12,Mochila de Lona Eco Atelier N12,<p>Exquisito mochila de lona elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-352,450,shopify,50,deny,manual,62.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Mochila de Lona Eco Atelier N12,FALSE,Mochila de Lona Eco Atelier N12,Comprar Mochila de Lona Eco Atelier N12 en Atelier Minimal Store.,active
movilidad-eco-vasito-plegable-mate-13,Vasito Plegable Mate Atelier N13,<p>Exquisito vasito plegable elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MOV-353,450,shopify,50,deny,manual,66.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Vasito Plegable Mate Atelier N13,FALSE,Vasito Plegable Mate Atelier N13,Comprar Vasito Plegable Mate Atelier N13 en Atelier Minimal Store.,active
