Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Gift Card,SEO Title,SEO Description,Status
bano-relax-jabon-de-arcilla-atelier-13,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-BAN-313-M,450,shopify,50,deny,manual,80.0,,TRUE,TRUE,,,,,
bano-relax-alfombra-de-algodon-pastel-14,Alfombra de Algodon Pastel Atelier N14,<p>Exquisito alfombra de algodon elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-BAN-314-V,450,shopify,50,deny,manual,81.0,,TRUE,TRUE,,FALSE,Alfombra de Algodon Pastel Atelier N14,Comprar Alfombra de Algodon Pastel Atelier N14 en Atelier Minimal Store.,active
bano-relax-alfombra-de-algodon-pastel-14,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-BAN-314-M,450,shopify,50,deny,manual,84.5,,TRUE,TRUE,,,,,
bano-relax-toalla-de-bambu-puro-15,Toalla de Bambu Puro Atelier N15,<p>Exquisito toalla de bambu elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-BAN-315-V,450,shopify,50,deny,manual,85.5,,TRUE,TRUE,,FALSE,Toalla de Bambu Puro Atelier N15,Comprar Toalla de Bambu Puro Atelier N15 en Atelier Minimal Store.,active
bano-relax-toalla-de-bambu-puro-15,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-BAN-315-M,450,shopify,50,deny,manual,89.0,,TRUE,TRUE,,,,,
bano-relax-sales-de-epsom-eco-16,Sales de Epsom Eco Atelier N16,<p>Exquisito sales de epsom elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-BAN-316-V,450,shopify,50,deny,manual,90.0,,TRUE,TRUE,,FALSE,Sales de Epsom Eco Atelier N16,Comprar Sales de Epsom Eco Atelier N16 en Atelier Minimal Store.,active
bano-relax-sales-de-epsom-eco-16,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-BAN-316-M,450,shopify,50,deny,manual,93.5,,TRUE,TRUE,,,,,
bano-relax-cepillo-seco-mate-17,Cepillo Seco Mate Atelier N17,<p>Exquisito cepillo seco elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-BAN-317-V,450,shopify,50,deny,manual,94.5,,TRUE,TRUE,,FALSE,Cepillo Seco Mate Atelier N17,Comprar Cepillo Seco Mate Atelier N17 en Atelier Minimal Store.,active
bano-relax-cepillo-seco-mate-17,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-BAN-317-M,450,shopify,50,deny,manual,98.0,,TRUE,TRUE,,,,,
bano-relax-jabon-de-arcilla-artesanal-18,Jabon de Arcilla Artesanal Atelier N18,<p>Exquisito jabon de arcilla elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-BAN-318-V,450,shopify,50,deny,manual,99.0,,TRUE,TRUE,,FALSE,Jabon de Arcilla Artesanal Atelier N18,Comprar Jabon de Arcilla Artesanal Atelier N18 en Atelier Minimal Store.,active
bano-relax-jabon-de-arcilla-artesanal-18,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-BAN-318-M,450,shopify,50,deny,manual,102.5,,TRUE,TRUE,,,,,
bano-relax-alfombra-de-algodon-organico-19,Alfombra de Algodon Organico Atelier N19,<p>Exquisito alfombra de algodon elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-BAN-319-V,450,shopify,50,deny,manual,103.5,,TRUE,TRUE,,FALSE,Alfombra de Algodon Organico Atelier N19,Comprar Alfombra de Algodon Organico Atelier N19 en Atelier Minimal Store.,active
bano-relax-alfombra-de-algodon-organico-19,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-BAN-319-M,450,shopify,50,deny,manual,107.0,,TRUE,TRUE,,,,,
bano-relax-toalla-de-bambu-botanico-20,Toalla de Bambu Botanico Atelier N20,<p>Exquisito toalla de bambu elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Bano y Relax,"Bano y Relax, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-BAN-320-V,450,shopify,50,deny,manual,108.0,,TRUE,TRUE,,FALSE,Toalla de Bambu Botanico Atelier N20,Comprar Toalla de Bambu Botanico Atelier N20 en Atelier Minimal Store.,active
bano-relax-toalla-de-bambu-botanico-20,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-BAN-320-M,450,shopify,50,deny,manual,111.5,,TRUE,TRUE,,,,,
cocina-sustentable-envoltorio-de-cera-organico-1,Envoltorio de Cera Organico Atelier N1,<p>Exquisito envoltorio de cera elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-321-V,450,shopify,50,deny,manual,42.5,,TRUE,TRUE,,FALSE,Envoltorio de Cera Organico Atelier N1,Comprar Envoltorio de Cera Organico Atelier N1 en Atelier Minimal Store.,active
cocina-sustentable-envoltorio-de-cera-organico-1,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-321-M,450,shopify,50,deny,manual,46.0,,TRUE,TRUE,,,,,
cocina-sustentable-sorbetes-de-acero-botanico-2,Sorbetes de Acero Botanico Atelier N2,<p>Exquisito sorbetes de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-322-V,450,shopify,50,deny,manual,47.0,,TRUE,TRUE,,FALSE,Sorbetes de Acero Botanico Atelier N2,Comprar Sorbetes de Acero Botanico Atelier N2 en Atelier Minimal Store.,active
cocina-sustentable-sorbetes-de-acero-botanico-2,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-322-M,450,shopify,50,deny,manual,50.5,,TRUE,TRUE,,,,,
cocina-sustentable-bolsa-leche-vegetal-atelier-3,Bolsa Leche Vegetal Atelier Atelier N3,<p>Exquisito bolsa leche vegetal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-323-V,450,shopify,50,deny,manual,51.5,,TRUE,TRUE,,FALSE,Bolsa Leche Vegetal Atelier Atelier N3,Comprar Bolsa Leche Vegetal Atelier Atelier N3 en Atelier Minimal Store.,active
cocina-sustentable-bolsa-leche-vegetal-atelier-3,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-323-M,450,shopify,50,deny,manual,55.0,,TRUE,TRUE,,,,,
cocina-sustentable-filtro-de-cafe-pastel-4,Filtro de Cafe Pastel Atelier N4,<p>Exquisito filtro de cafe elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-324-V,450,shopify,50,deny,manual,56.0,,TRUE,TRUE,,FALSE,Filtro de Cafe Pastel Atelier N4,Comprar Filtro de Cafe Pastel Atelier N4 en Atelier Minimal Store.,active
cocina-sustentable-filtro-de-cafe-pastel-4,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-324-M,450,shopify,50,deny,manual,59.5,,TRUE,TRUE,,,,,
cocina-sustentable-frasco-de-vidrio-puro-5,Frasco de Vidrio Puro Atelier N5,<p>Exquisito frasco de vidrio elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-325-V,450,shopify,50,deny,manual,35.5,,TRUE,TRUE,,FALSE,Frasco de Vidrio Puro Atelier N5,Comprar Frasco de Vidrio Puro Atelier N5 en Atelier Minimal Store.,active
cocina-sustentable-frasco-de-vidrio-puro-5,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-325-M,450,shopify,50,deny,manual,39.0,,TRUE,TRUE,,,,,
cocina-sustentable-envoltorio-de-cera-eco-6,Envoltorio de Cera Eco Atelier N6,<p>Exquisito envoltorio de cera elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-326-V,450,shopify,50,deny,manual,40.0,,TRUE,TRUE,,FALSE,Envoltorio de Cera Eco Atelier N6,Comprar Envoltorio de Cera Eco Atelier N6 en Atelier Minimal Store.,active
cocina-sustentable-envoltorio-de-cera-eco-6,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-326-M,450,shopify,50,deny,manual,43.5,,TRUE,TRUE,,,,,
cocina-sustentable-sorbetes-de-acero-mate-7,Sorbetes de Acero Mate Atelier N7,<p>Exquisito sorbetes de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-327-V,450,shopify,50,deny,manual,44.5,,TRUE,TRUE,,FALSE,Sorbetes de Acero Mate Atelier N7,Comprar Sorbetes de Acero Mate Atelier N7 en Atelier Minimal Store.,active
cocina-sustentable-sorbetes-de-acero-mate-7,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-327-M,450,shopify,50,deny,manual,48.0,,TRUE,TRUE,,,,,
cocina-sustentable-bolsa-leche-vegetal-artesanal-8,Bolsa Leche Vegetal Artesanal Atelier N8,<p>Exquisito bolsa leche vegetal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-328-V,450,shopify,50,deny,manual,49.0,,TRUE,TRUE,,FALSE,Bolsa Leche Vegetal Artesanal Atelier N8,Comprar Bolsa Leche Vegetal Artesanal Atelier N8 en Atelier Minimal Store.,active
cocina-sustentable-bolsa-leche-vegetal-artesanal-8,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-328-M,450,shopify,50,deny,manual,52.5,,TRUE,TRUE,,,,,
cocina-sustentable-filtro-de-cafe-organico-9,Filtro de Cafe Organico Atelier N9,<p>Exquisito filtro de cafe elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-329-V,450,shopify,50,deny,manual,53.5,,TRUE,TRUE,,FALSE,Filtro de Cafe Organico Atelier N9,Comprar Filtro de Cafe Organico Atelier N9 en Atelier Minimal Store.,active
cocina-sustentable-filtro-de-cafe-organico-9,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-329-M,450,shopify,50,deny,manual,57.0,,TRUE,TRUE,,,,,
cocina-sustentable-frasco-de-vidrio-botanico-10,Frasco de Vidrio Botanico Atelier N10,<p>Exquisito frasco de vidrio elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-330-V,450,shopify,50,deny,manual,58.0,,TRUE,TRUE,,FALSE,Frasco de Vidrio Botanico Atelier N10,Comprar Frasco de Vidrio Botanico Atelier N10 en Atelier Minimal Store.,active
cocina-sustentable-frasco-de-vidrio-botanico-10,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-330-M,450,shopify,50,deny,manual,61.5,,TRUE,TRUE,,,,,
cocina-sustentable-envoltorio-de-cera-atelier-11,Envoltorio de Cera Atelier Atelier N11,<p>Exquisito envoltorio de cera elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-331-V,450,shopify,50,deny,manual,62.5,,TRUE,TRUE,,FALSE,Envoltorio de Cera Atelier Atelier N11,Comprar Envoltorio de Cera Atelier Atelier N11 en Atelier Minimal Store.,active
cocina-sustentable-envoltorio-de-cera-atelier-11,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-331-M,450,shopify,50,deny,manual,66.0,,TRUE,TRUE,,,,,
cocina-sustentable-sorbetes-de-acero-pastel-12,Sorbetes de Acero Pastel Atelier N12,<p>Exquisito sorbetes de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-332-V,450,shopify,50,deny,manual,67.0,,TRUE,TRUE,,FALSE,Sorbetes de Acero Pastel Atelier N12,Comprar Sorbetes de Acero Pastel Atelier N12 en Atelier Minimal Store.,active
cocina-sustentable-sorbetes-de-acero-pastel-12,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-332-M,450,shopify,50,deny,manual,70.5,,TRUE,TRUE,,,,,
cocina-sustentable-bolsa-leche-vegetal-puro-13,Bolsa Leche Vegetal Puro Atelier N13,<p>Exquisito bolsa leche vegetal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-333-V,450,shopify,50,deny,manual,71.5,,TRUE,TRUE,,FALSE,Bolsa Leche Vegetal Puro Atelier N13,Comprar Bolsa Leche Vegetal Puro Atelier N13 en Atelier Minimal Store.,active
cocina-sustentable-bolsa-leche-vegetal-puro-13,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-333-M,450,shopify,50,deny,manual,75.0,,TRUE,TRUE,,,,,
cocina-sustentable-filtro-de-cafe-eco-14,Filtro de Cafe Eco Atelier N14,<p>Exquisito filtro de cafe elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-334-V,450,shopify,50,deny,manual,76.0,,TRUE,TRUE,,FALSE,Filtro de Cafe Eco Atelier N14,Comprar Filtro de Cafe Eco Atelier N14 en Atelier Minimal Store.,active
cocina-sustentable-filtro-de-cafe-eco-14,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-334-M,450,shopify,50,deny,manual,79.5,,TRUE,TRUE,,,,,
cocina-sustentable-frasco-de-vidrio-mate-15,Frasco de Vidrio Mate Atelier N15,<p>Exquisito frasco de vidrio elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-335-V,450,shopify,50,deny,manual,80.5,,TRUE,TRUE,,FALSE,Frasco de Vidrio Mate Atelier N15,Comprar Frasco de Vidrio Mate Atelier N15 en Atelier Minimal Store.,active
cocina-sustentable-frasco-de-vidrio-mate-15,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-335-M,450,shopify,50,deny,manual,84.0,,TRUE,TRUE,,,,,
cocina-sustentable-envoltorio-de-cera-artesanal-16,Envoltorio de Cera Artesanal Atelier N16,<p>Exquisito envoltorio de cera elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-336-V,450,shopify,50,deny,manual,85.0,,TRUE,TRUE,,FALSE,Envoltorio de Cera Artesanal Atelier N16,Comprar Envoltorio de Cera Artesanal Atelier N16 en Atelier Minimal Store.,active
cocina-sustentable-envoltorio-de-cera-artesanal-16,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-336-M,450,shopify,50,deny,manual,88.5,,TRUE,TRUE,,,,,
cocina-sustentable-sorbetes-de-acero-organico-17,Sorbetes de Acero Organico Atelier N17,<p>Exquisito sorbetes de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-337-V,450,shopify,50,deny,manual,89.5,,TRUE,TRUE,,FALSE,Sorbetes de Acero Organico Atelier N17,Comprar Sorbetes de Acero Organico Atelier N17 en Atelier Minimal Store.,active
cocina-sustentable-sorbetes-de-acero-organico-17,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-337-M,450,shopify,50,deny,manual,93.0,,TRUE,TRUE,,,,,
cocina-sustentable-bolsa-leche-vegetal-botanico-18,Bolsa Leche Vegetal Botanico Atelier N18,<p>Exquisito bolsa leche vegetal elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-338-V,450,shopify,50,deny,manual,94.0,,TRUE,TRUE,,FALSE,Bolsa Leche Vegetal Botanico Atelier N18,Comprar Bolsa Leche Vegetal Botanico Atelier N18 en Atelier Minimal Store.,active
cocina-sustentable-bolsa-leche-vegetal-botanico-18,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-338-M,450,shopify,50,deny,manual,97.5,,TRUE,TRUE,,,,,
cocina-sustentable-filtro-de-cafe-atelier-19,Filtro de Cafe Atelier Atelier N19,<p>Exquisito filtro de cafe elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-339-V,450,shopify,50,deny,manual,98.5,,TRUE,TRUE,,FALSE,Filtro de Cafe Atelier Atelier N19,Comprar Filtro de Cafe Atelier Atelier N19 en Atelier Minimal Store.,active
cocina-sustentable-filtro-de-cafe-atelier-19,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-339-M,450,shopify,50,deny,manual,102.0,,TRUE,TRUE,,,,,
cocina-sustentable-frasco-de-vidrio-pastel-20,Frasco de Vidrio Pastel Atelier N20,<p>Exquisito frasco de vidrio elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Cocina Sustentable,"Cocina Sustentable, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-COC-340-V,450,shopify,50,deny,manual,103.0,,TRUE,TRUE,,FALSE,Frasco de Vidrio Pastel Atelier N20,Comprar Frasco de Vidrio Pastel Atelier N20 en Atelier Minimal Store.,active
cocina-sustentable-frasco-de-vidrio-pastel-20,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-COC-340-M,450,shopify,50,deny,manual,106.5,,TRUE,TRUE,,,,,
movilidad-eco-bolsa-tote-atelier-1,Bolsa Tote Atelier Atelier N1,<p>Exquisito bolsa tote elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-341-V,450,shopify,50,deny,manual,37.5,,TRUE,TRUE,,FALSE,Bolsa Tote Atelier Atelier N1,Comprar Bolsa Tote Atelier Atelier N1 en Atelier Minimal Store.,active
movilidad-eco-bolsa-tote-atelier-1,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MOV-341-M,450,shopify,50,deny,manual,41.0,,TRUE,TRUE,,,,,
movilidad-eco-mochila-de-lona-pastel-2,Mochila de Lona Pastel Atelier N2,<p>Exquisito mochila de lona elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-342-V,450,shopify,50,deny,manual,42.0,,TRUE,TRUE,,FALSE,Mochila de Lona Pastel Atelier N2,Comprar Mochila de Lona Pastel Atelier N2 en Atelier Minimal Store.,active
movilidad-eco-mochila-de-lona-pastel-2,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MOV-342-M,450,shopify,50,deny,manual,45.5,,TRUE,TRUE,,,,,
movilidad-eco-vasito-plegable-puro-3,Vasito Plegable Puro Atelier N3,<p>Exquisito vasito plegable elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-343-V,450,shopify,50,deny,manual,46.5,,TRUE,TRUE,,FALSE,Vasito Plegable Puro Atelier N3,Comprar Vasito Plegable Puro Atelier N3 en Atelier Minimal Store.,active
movilidad-eco-vasito-plegable-puro-3,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MOV-343-M,450,shopify,50,deny,manual,50.0,,TRUE,TRUE,,,,,
movilidad-eco-funda-de-laptop-eco-4,Funda de Laptop Eco Atelier N4,<p>Exquisito funda de laptop elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-344-V,450,shopify,50,deny,manual,51.0,,TRUE,TRUE,,FALSE,Funda de Laptop Eco Atelier N4,Comprar Funda de Laptop Eco Atelier N4 en Atelier Minimal Store.,active
movilidad-eco-funda-de-laptop-eco-4,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MOV-344-M,450,shopify,50,deny,manual,54.5,,TRUE,TRUE,,,,,
movilidad-eco-botella-termica-mate-5,Botella Termica Mate Atelier N5,<p>Exquisito botella termica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-345-V,450,shopify,50,deny,manual,55.5,,TRUE,TRUE,,FALSE,Botella Termica Mate Atelier N5,Comprar Botella Termica Mate Atelier N5 en Atelier Minimal Store.,active
movilidad-eco-botella-termica-mate-5,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MOV-345-M,450,shopify,50,deny,manual,59.0,,TRUE,TRUE,,,,,
movilidad-eco-bolsa-tote-artesanal-6,Bolsa Tote Artesanal Atelier N6,<p>Exquisito bolsa tote elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-346-V,450,shopify,50,deny,manual,60.0,,TRUE,TRUE,,FALSE,Bolsa Tote Artesanal Atelier N6,Comprar Bolsa Tote Artesanal Atelier N6 en Atelier Minimal Store.,active
movilidad-eco-bolsa-tote-artesanal-6,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MOV-346-M,450,shopify,50,deny,manual,63.5,,TRUE,TRUE,,,,,
movilidad-eco-mochila-de-lona-organico-7,Mochila de Lona Organico Atelier N7,<p>Exquisito mochila de lona elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-347-V,450,shopify,50,deny,manual,64.5,,TRUE,TRUE,,FALSE,Mochila de Lona Organico Atelier N7,Comprar Mochila de Lona Organico Atelier N7 en Atelier Minimal Store.,active
movilidad-eco-mochila-de-lona-organico-7,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MOV-347-M,450,shopify,50,deny,manual,68.0,,TRUE,TRUE,,,,,
movilidad-eco-vasito-plegable-botanico-8,Vasito Plegable Botanico Atelier N8,<p>Exquisito vasito plegable elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-348-V,450,shopify,50,deny,manual,69.0,,TRUE,TRUE,,FALSE,Vasito Plegable Botanico Atelier N8,Comprar Vasito Plegable Botanico Atelier N8 en Atelier Minimal Store.,active
movilidad-eco-vasito-plegable-botanico-8,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MOV-348-M,450,shopify,50,deny,manual,72.5,,TRUE,TRUE,,,,,
movilidad-eco-funda-de-laptop-atelier-9,Funda de Laptop Atelier Atelier N9,<p>Exquisito funda de laptop elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-349-V,450,shopify,50,deny,manual,73.5,,TRUE,TRUE,,FALSE,Funda de Laptop Atelier Atelier N9,Comprar Funda de Laptop Atelier Atelier N9 en Atelier Minimal Store.,active
movilidad-eco-funda-de-laptop-atelier-9,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MOV-349-M,450,shopify,50,deny,manual,77.0,,TRUE,TRUE,,,,,
movilidad-eco-botella-termica-pastel-10,Botella Termica Pastel Atelier N10,<p>Exquisito botella termica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Movilidad y Botellas,"Movilidad y Botellas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MOV-350-V,450,shopify,50,deny,manual,53.0,,TRUE,TRUE,,FALSE,Botella Termica Pastel Atelier N10,Comprar Botella Termica Pastel Atelier N10 en Atelier Minimal Store.,active
